DPU Throughput
timestamp,FPS

DDR Bandwidth
timestamp,DDRC_PORT_S1_Read,DDRC_PORT_S1_Write,DDRC_PORT_S2_Read,DDRC_PORT_S2_Write,DDRC_PORT_S3_Read,DDRC_PORT_S3_Write,DDRC_PORT_S4_Read,DDRC_PORT_S4_Write,DDRC_PORT_S5_Read,DDRC_PORT_S5_Write,
254553114.01,174.78,6.41,125.73,66.18,454.53,0,0,0,0,0,
254553111.99,275.41,7.67,283.58,127.55,454.78,0,0,0,0,0,
254553109.96,335.55,8.27,320.54,123.14,454.53,0,0,0,0,0,
254553107.93,260,4.93,269.63,74.66,454.78,0,0,0,0,0,
254553105.91,165.57,1.75,132.54,20.64,454.53,0,0,0,0,0,
254553103.90,0,0,0.13,0.06,454.53,0,0,0,0,0,
254553101.88,0,0,0,0,454.53,0,0,0,0,0,
254553099.86,0.22,0,0.19,0.19,349.6,0,0,0,0,0,
254553097.85,0.03,0,0,0,454.53,0,0,0,0,0,
254553095.83,4.19,0.04,6.72,1.02,454.54,0,0,0,0,0,
254553093.82,0,0,0,0,454.66,0,0,0,0,0,
254553091.80,0.03,0,0.19,0.26,454.53,0,0,0,0,0,
254553089.78,0,0.01,0,0,454.53,0,0,0,0,0,
254553087.76,25.54,0.21,30.62,8.67,454.66,0,0,0,0,0,
254553085.75,0,0,0,0,454.66,0,0,0,0,0,
254553083.73,4.22,0.04,4.96,0.74,349.6,0,0,0,0,0,
254553081.72,0.32,0,0.1,0.06,454.53,0,0,0,0,0,
254553079.71,2.18,0.02,4.29,0.67,454.66,0,0,0,0,0,
254553077.69,0,0,0.03,0.03,454.78,0,0,0,0,0,
254553075.68,3.71,0.03,2.91,0.74,454.66,0,0,0,0,0,
254553073.66,5.72,0.06,3.36,0.29,454.78,0,0,0,0,0,
254553071.64,2.98,0.04,3.1,0.8,454.66,0,0,0,0,0,
254553069.63,13.63,0.14,13.63,1.92,454.78,0,0,0,0,0,
254553067.61,54.31,0.6,50.87,11.44,349.6,0,0,0,0,0,
254553065.59,117.72,1.64,114.38,31.5,454.66,0,0,0,0,0,
254553063.57,16.42,0.19,18.88,4.29,454.53,0,0,0,0,0,
254553061.55,13.66,0.19,14.62,2.93,454.53,0,0,0,0,0,
254553059.53,278.66,4.21,297.6,83.3,454.66,0,0,0,0,0,
254553057.31,19.9,0.14,26.88,5.41,454.53,0,0,0,0,0,
254553055.29,0,0,0,0.03,454.53,0,0,0,0,0,
254553053.28,0,0,0,0,454.53,0,0,0,0,0,
254553051.27,0.16,0,0.06,0.03,364.93,0,0,0,0,0,
254553049.25,0,0,0,0.03,442.66,0,0,0,0,0,
254553047.24,0.06,0,0.03,0.1,454.78,0,0,0,0,0,
254553045.22,0.03,0,0.06,0,454.66,0,0,0,0,0,
254553043.21,1.59,0.01,1.09,0.1,454.53,0,0,0,0,0,
254553041.19,0,0,0,0,454.63,0,0,0,0,0,
254553039.18,0.29,0,0.35,0.22,454.53,0,0,0,0,0,
254553037.16,6.4,0.04,6.91,1.13,454.53,0,0,0,0,0,
